respondent_id,h1n1_vaccine,seasonal_vaccine
26916,0.02587661896394332,0.02620562006384837
26917,3.76900137989557e-07,2.8315951152580657e-05
26918,0.550298506195464,0.46620289811092214
26919,0.3370943169659145,0.3065489933024215
26920,0.011800520726254387,0.01603034010735307
26921,0.1693944208489722,0.190048348048636
26922,0.04994337989035687,0.08324259943727885
26923,0.011800520726254387,0.019469193228082892
26924,0.550298506195464,0.44983304998937984
26925,0.1384370344975881,0.11565539201936942
26926,0.4432186215280098,0.7243998450291573
26927,0.550298506195464,0.46620289811092214
26928,0.020294500708301366,0.02602261689139089
26929,0.03251259927234683,0.027241904752764674
26930,0.9594519512188673,0.9668598776182334
26931,0.040500863784010015,0.041541665042287464
26932,0.09113016436498779,0.14719151615111578
26933,0.07812698187419104,0.09659082008355437
26934,0.9772410197046413,0.9831162994173457
26935,0.12576624979308682,0.1542013412736158
26936,0.957477532691577,0.9493452171492854
26937,0.09221026695425166,0.08685668584896813
26938,0.02603320774681568,0.022513981142791507
26939,0.0006080238528945112,0.002189552592498343
26940,0.023775014057659926,0.021154608949564845
26941,0.011800520726254387,0.019469193228082892
26942,0.8955848480263912,0.9260848715944141
26943,0.6186580409476881,0.5514834617517118
26944,0.040500863784010015,0.041541665042287464
26945,0.040500863784010015,0.04368488366066758
26946,0.1575216669248845,0.17517163421290488
26947,3.249303750669085e-10,5.330220727865802e-07
26948,0.00013491641985328195,0.0011917565336836443
26949,1.5073243357716031e-05,0.00031814070432596584
26950,0.014587601722617667,0.03259826320492479
26951,0.015095203823117945,0.0188068551378808
26952,0.9977924427037559,0.9980765208839191
26953,0.9862706619511944,0.9893862823637329
26954,0.015095203823117945,0.016740500149542623
26955,0.060083750792713955,0.059341009585871685
26956,3.249303750669085e-10,4.734605776943944e-07
26957,0.007283934037049401,0.028234349490841536
26958,0.1384370344975881,0.09918150212059598
26959,0.005947390602293259,0.008008579511612308
26960,0.0012392545887155277,0.003779465131387974
26961,0.0685662610828389,0.06838473839954223
26962,0.39316539139608786,0.40444564002222316
26963,0.09221026695425166,0.07239393862093693
26964,0.040500863784010015,0.03612639028015848
26965,0.9939565771131086,0.9947862357174159
26966,5.988972712479382e-07,3.891181272336136e-05
26967,3.249303750669085e-10,5.330220727865802e-07
26968,0.0039770207347282595,0.012722298120617054
26969,4.899222454734432e-05,0.0005633179834532348
26970,0.970049299589861,0.968271472879199
26971,0.015095203823117945,0.017861378024558602
26972,6.532433701007124e-07,4.475596368719336e-05
26973,0.02071053516631491,0.018234703364520974
26974,0.035570465273679984,0.03423770697332529
26975,0.016210420447916943,0.025083934303255687
26976,0.6872571997078478,0.8685350925626475
26977,0.004618691727184912,0.010920989382285081
26978,0.018730178452656464,0.03860504480427551
26979,0.6607592449831318,0.5626809610498168
26980,0.004618691727184912,0.010367769388547832
26981,0.005761245214862409,0.01791661657425443
26982,0.9741354541894292,0.9800163405711431
26983,0.040500863784010015,0.04368488366066758
26984,0.040500863784010015,0.033031634629393306
26985,0.0016639712122859488,0.004487727718135105
26986,0.015095203823117945,0.0188068551378808
26987,0.040500863784010015,0.03612639028015848
26988,0.0016819900902353272,0.004376612521072115
26989,0.21888619971194698,0.1833271536984025
26990,5.473131863802315e-06,0.00015439316224105068
26991,0.7809062450520327,0.8387949376352206
26992,0.7809062450520327,0.8492391447763298
26993,0.1384370344975881,0.12833763814195712
26994,0.035570465273679984,0.0364866553292626
26995,0.0016229233076956973,0.0121836517195323
26996,0.7809062450520327,0.8492391447763298
26997,0.007458970433536069,0.009751622894954229
26998,0.015095203823117945,0.014130859671280152
26999,0.8318970914681526,0.8620190394351613
27000,0.023775014057659926,0.02808859038655261
27001,0.03669905795792557,0.0687739711492802
27002,1.2024369627699258e-06,0.00012178085669562063
27003,7.784679939701173e-05,0.0007543116376003487
27004,3.249303750669085e-10,4.3734035409303157e-07
27005,0.44732930439304025,0.3421961566178889
27006,0.98682195130726,0.989961493302298
27007,0.015095203823117945,0.0188068551378808
27008,0.0003398575179794316,0.00270556337876695
27009,0.040500863784010015,0.04368488366066758
27010,0.040500863784010015,0.03899374792645966
27011,0.035570465273679984,0.03170853961123169
27012,0.5259894004839986,0.7364103896363432
27013,0.040500863784010015,0.04368488366066758
27014,0.020310880889827417,0.02827236574361015
27015,3.249303750669085e-10,4.3734035409303157e-07
27016,0.035570465273679984,0.0364866553292626
27017,0.550298506195464,0.46620289811092214
27018,0.023775014057659926,0.02808859038655261
27019,0.9977924427037559,0.9979729618945348
27020,0.5641139836818355,0.665535888942178
27021,0.002076781414095716,0.008404601313687756
27022,0.0685662610828389,0.06121096256121827
27023,0.3370943169659145,0.24844596987190673
27024,0.01469107464228599,0.028957250716895498
27025,0.003736465227325468,0.008047005723961881
27026,0.05503882727405643,0.05317669192171502
27027,0.01716975391424754,0.02622599282220841
27028,0.41234327108618013,0.36420341690963814
27029,0.0016639712122859488,0.004487727718135105
27030,0.6585072109677821,0.5250150768283184
27031,0.44795591848293803,0.44835067513878396
27032,0.09221026695425166,0.0779071916356487
27033,0.16880053398041786,0.1543922273478506
27034,0.0003178812520271813,0.003046433723197815
27035,0.040500863784010015,0.041541665042287464
27036,0.05503882727405643,0.055885184703909616
27037,0.9772410197046413,0.9786747567758497
27038,0.0012392545887155277,0.003183750275649727
27039,0.9904149587188795,0.9922353161679716
27040,0.0395397068932439,0.06860859851865636
27041,0.035358592845985366,0.037775205122722345
27042,0.11868293003124614,0.13882959063301054
27043,0.6410348951895617,0.7658941692130938
27044,8.491030359790663e-05,0.0006657690930339294
27045,0.10430172544337556,0.09731519639018557
27046,0.02587661896394332,0.02215372673392142
27047,0.8977835318291916,0.9221774734492816
27048,0.20277188813587377,0.1871894216796947
27049,0.21917573065967724,0.18981419653922682
27050,0.007458970433536069,0.012997604822000358
27051,3.249303750669085e-10,5.057381365662568e-07
27052,0.10430172544337556,0.07831321133793605
27053,0.9969564288266367,0.9975089516732192
27054,0.007458970433536069,0.009751622894954229
27055,0.36004869711876947,0.35639879198020846
27056,0.00013491641985328195,0.0011009376951618434
27057,0.0016819900902353272,0.004098430089470417
27058,0.9904149587188795,0.9922353161679716
27059,0.015095203823117945,0.017861378024558602
27060,0.0006048272403146547,0.002523054443754481
27061,0.036953490447334446,0.05089653854211282
27062,0.07812698187419104,0.07771810059195458
27063,0.11868293003124614,0.13882959063301054
27064,0.5276008745928632,0.40266196295445844
27065,0.03189261584231822,0.03894426181670123
27066,0.07812698187419104,0.09659082008355437
27067,0.550298506195464,0.46620289811092214
27068,0.9904149587188795,0.99126704624048
27069,0.9370717425189786,0.9561087396582447
27070,0.015095203823117945,0.015483143792924139
27071,0.015095203823117945,0.014130859671280152
27072,0.36004869711876947,0.3038354363677447
27073,0.032023380406840184,0.05968206482744069
27074,0.0016639712122859488,0.005326127496919928
27075,0.9977924427037559,0.9978350703124248
27076,0.8425884866251918,0.7685202549239405
27077,0.015095203823117945,0.015483143792924139
27078,0.09183416675318291,0.08479371279465445
27079,0.8613807472352364,0.8434503782766004
27080,0.015095203823117945,0.017861378024558602
27081,0.08363372880604117,0.12298412359990639
27082,0.040500863784010015,0.03899374792645966
27083,0.10430172544337556,0.07831321133793605
27084,0.970049299589861,0.9717166388898213
27085,0.00013858899001947038,0.0009213822496581175
27086,0.008772729923630734,0.014673021907883596
27087,0.3370943169659145,0.24844596987190673
27088,0.03047486127777126,0.3056049821751956
27089,0.3370943169659145,0.24844596987190673
27090,0.055361857839012596,0.056762124699264706
27091,0.12406389775912313,0.5697444389053818
27092,0.040500863784010015,0.041541665042287464
27093,0.0685662610828389,0.06121096256121827
27094,3.76900137989557e-07,3.065451334790173e-05
27095,0.011800520726254387,0.019469193228082892
27096,0.0045770616895108385,0.011088459059238486
27097,0.9915968435711484,0.9929408964782964
27098,0.983402340929433,0.9860408861977364
27099,0.09221026695425166,0.08685668584896813
27100,0.15670142745999247,0.18044071387815813
27101,0.050284841347187394,0.06824013920736831
27102,0.18949427298629304,0.21007374352355232
27103,4.899222454734432e-05,0.0005344986802933015
27104,0.5828941902894287,0.5197591800944257
27105,0.06747223750180276,0.08211042712113607
27106,0.3370943169659145,0.3065489933024215
27107,0.9352743833996939,0.939705166676509
27108,3.249303750669085e-10,4.734605776943944e-07
27109,0.015095203823117945,0.017861378024558602
27110,0.06827934471865979,0.06672844020780129
27111,0.007458970433536069,0.012997604822000358
27112,0.8608799369563346,0.8866620402660244
27113,0.015095203823117945,0.017861378024558602
27114,3.249303750669085e-10,3.98595956917332e-07
27115,0.985579459717765,0.9884770347829273
27116,0.35314705195970336,0.35830992550370416
27117,0.015095203823117945,0.015483143792924139
27118,0.040500863784010015,0.04368488366066758
27119,0.0043172041505812045,0.008262565780630402
27120,0.472018577740869,0.4680838408575088
27121,0.0033352501163968675,0.014652853257063218
27122,0.02587661896394332,0.029405357397523313
27123,0.040500863784010015,0.033031634629393306
27124,0.02071053516631491,0.018234703364520974
27125,0.00291163552308399,0.005972581565082153
27126,0.4128294372634878,0.45817169744134795
27127,0.02587661896394332,0.02215372673392142
27128,0.040500863784010015,0.04368488366066758
27129,0.7950488733371643,0.7029699251486883
27130,0.040500863784010015,0.03899374792645966
27131,0.0018405297731567153,0.007038061371941444
27132,0.983402340929433,0.987581349405148
27133,0.060083750792713955,0.059341009585871685
27134,0.6607592449831318,0.5430662339917774
27135,0.44732930439304025,0.3976056085918955
27136,0.02587661896394332,0.029405357397523313
27137,0.0068426727142305915,0.011778623939145595
27138,0.040500863784010015,0.041541665042287464
27139,0.014703172656051741,0.03398197755244419
27140,0.9977924427037559,0.9976566862718134
27141,0.9772410197046413,0.9819860090672868
27142,0.011800520726254387,0.018491045900249407
27143,0.10430172544337556,0.07831321133793605
27144,0.0012392545887155277,0.003183750275649727
27145,0.8955848480263912,0.921441662319672
27146,0.14450918319970524,0.2140879166171048
27147,2.454109099096619e-06,0.00011153182980959552
27148,0.5828941902894287,0.46033528146016317
27149,0.2885882207529447,0.38855255793449084
27150,0.9638725637675032,0.980992577453873
27151,0.0797853719490037,0.09298947290774705
27152,0.0016639712122859488,0.005326127496919928
27153,0.41234327108618013,0.36420341690963814
27154,0.9904149587188795,0.9918198476464962
27155,0.10430172544337556,0.10202957275575542
27156,0.0006048272403146547,0.002523054443754481
27157,0.013644308109484292,0.030057073078509494
27158,0.02587661896394332,0.029405357397523313
27159,0.015095203823117945,0.017861378024558602
27160,0.16229875743522104,0.1233864234902489
27161,0.16880053398041786,0.13028847699005802
27162,0.6912221848288856,0.6690461345575857
27163,0.9904149587188795,0.9896438014606943
27164,0.06698556121983176,0.10584090719671918
27165,0.985579459717765,0.986342339588716
27166,8.76420574338484e-05,0.009281853379865547
27167,0.15636682815057662,0.13705441259286352
27168,0.6186580409476881,0.6093872195932233
27169,2.74371817295648e-08,7.020500555510112e-05
27170,0.5276008745928632,0.4610006505670922
27171,0.007458970433536069,0.011562005111257621
27172,0.03882306064383158,0.07175880023409195
27173,0.6916501643072024,0.7996245895815212
27174,0.06827934471865979,0.05334594117039301
27175,0.015095203823117945,0.017861378024558602
27176,0.9370717425189786,0.9561087396582447
27177,0.9939565771131086,0.9947862357174159
27178,0.040500863784010015,0.041541665042287464
27179,0.040500863784010015,0.03612639028015848
27180,0.47000946717838354,0.36822501412351927
27181,0.018730178452656464,0.03860504480427551
27182,0.9939565771131086,0.994432772766378
27183,0.010263266730883777,0.016777932939852736
27184,0.0045770616895108385,0.01314372983790608
27185,0.985579459717765,0.9884770347829273
27186,0.14991359148174355,0.1295872655359212
27187,0.040500863784010015,0.033031634629393306
27188,0.03189261584231822,0.03894426181670123
27189,0.050284841347187394,0.06108053774616194
27190,0.9313561959004141,0.9477966730210786
27191,0.7808526250976546,0.7608361404549965
27192,0.985579459717765,0.9884770347829273
27193,0.00023510665459387174,0.0014046159520027597
27194,0.10430172544337556,0.09731519639018557
27195,0.035358592845985366,0.028520144660746705
27196,0.24326187540616254,0.20234644624475467
27197,0.18491724450201819,0.1923746760155174
27198,0.9977924427037559,0.9980765208839191
27199,0.0005574679270511591,0.002791389299095423
27200,0.10430172544337556,0.08527628804057932
27201,0.9947040973166486,0.9955025993508113
27202,0.0010520026388148665,0.005437193022652678
27203,0.023775014057659926,0.025028441942953526
27204,0.0016819900902353272,0.004098430089470417
27205,3.249303750669085e-10,4.734605776943944e-07
27206,0.023775014057659926,0.023163253999005103
27207,3.249303750669085e-10,3.98595956917332e-07
27208,0.970049299589861,0.9717166388898213
27209,3.249303750669085e-10,3.98595956917332e-07
27210,0.0685662610828389,0.06511223037873692
27211,0.035570465273679984,0.03423770697332529
27212,0.9627961522376322,0.9735894817482479
27213,0.7809062450520327,0.8258542224637268
27214,0.0043172041505812045,0.006191679800573412
27215,0.37030321731550814,0.39797017754601993
27216,0.006304749637553833,0.019059456621644235
27217,0.05503882727405643,0.042388576577759886
27218,0.9239397239061355,0.963867017277177
27219,0.3370943169659145,0.24844596987190673
27220,0.5276008745928632,0.42516095560983663
27221,0.05503882727405643,0.055885184703909616
27222,0.10430172544337556,0.07831321133793605
27223,0.09113016436498779,0.13293027232500437
27224,0.10430172544337556,0.09167365527754676
27225,0.0685662610828389,0.05203579239960921
27226,0.0010478222773845178,0.0035387482952343907
27227,0.040500863784010015,0.041541665042287464
27228,0.6607592449831318,0.5788368071649495
27229,0.983402340929433,0.9860408861977364
27230,0.36004869711876947,0.3685400472209752
27231,0.3084520161718965,0.2610397877705806
27232,0.1384370344975881,0.10778306468722658
27233,0.3347635074319507,0.650732401030667
27234,0.000381591011705748,0.0021930835422810597
27235,0.9939565771131086,0.9950517935594717
27236,0.24391823756985928,0.25628951727778776
27237,0.550298506195464,0.4302816264999056
27238,0.09221026695425166,0.08685668584896813
27239,0.4939743481957309,0.5500058839622827
27240,0.011800520726254387,0.018491045900249407
27241,0.040500863784010015,0.03899374792645966
27242,0.02071053516631491,0.023023326999447955
27243,0.0021459269772498967,0.005960809723265662
27244,0.015095203823117945,0.015483143792924139
27245,0.07075522124515679,0.1379640923869267
27246,0.983402340929433,0.9869201415967589
27247,0.472018577740869,0.45502630459521504
27248,0.1384370344975881,0.11565539201936942
27249,0.05911980059176798,0.08178705155733139
27250,0.040500863784010015,0.03899374792645966
27251,0.016137163450087567,0.02477308697717746
27252,0.6916501643072024,0.7996245895815212
27253,0.18949427298629304,0.21892582910977926
27254,0.9904149587188795,0.9918198476464962
27255,0.040500863784010015,0.03612639028015848
27256,0.9638725637675032,0.980992577453873
27257,0.7809062450520327,0.8574898824723386
27258,0.7569485918793832,0.8471123078868673
27259,0.550298506195464,0.47929908496593204
27260,0.26118965387742504,0.2226595924907462
27261,0.036953490447334446,0.053495456101684
27262,0.3370943169659145,0.2954943062375168
27263,0.3370943169659145,0.24844596987190673
27264,0.005080432155503296,0.011067005543264615
27265,0.0785742524812768,0.07890900436329877
27266,0.16880053398041786,0.1395474752857538
27267,0.9446815470616706,0.9295311102314913
27268,0.00011476445296906712,0.0011342074676942164
27269,0.970049299589861,0.9702362014949328
27270,0.0006080238528945112,0.002599727236087159
27271,0.007458970433536069,0.012340503071502569
27272,0.0007468256845123097,0.006717205163461562
27273,0.02071053516631491,0.019971758096843106
27274,0.040500863784010015,0.041541665042287464
27275,0.09221026695425166,0.07239393862093693
27276,1.6132010440903266e-05,0.00035127615219117544
27277,0.10469727095779105,0.12741493735563972
27278,0.3370943169659145,0.2954943062375168
27279,0.023775014057659926,0.02808859038655261
27280,2.74371817295648e-08,5.533267625296144e-05
27281,0.016210420447916943,0.022343606595765897
27282,0.2708746363979533,0.2970698074372489
27283,3.76900137989557e-07,3.27442775381165e-05
27284,0.7394224220921287,0.7954094818670813
27285,0.035570465273679984,0.038379518894651306
27286,0.0005962892791605154,0.0031791074259985724
27287,0.09221026695425166,0.0779071916356487
27288,0.7809062450520327,0.8637909831096932
27289,0.47000946717838354,0.34692064026108926
27290,0.0016639712122859488,0.004487727718135105
27291,0.9649872121283559,0.9709196095131724
27292,0.046617428931457296,0.06335753871575488
27293,0.33889857278682256,0.3538511481148109
27294,0.00013491641985328195,0.0010035024154079247
27295,0.5276008745928632,0.4610006505670922
27296,0.11868293003124614,0.14523153780495113
27297,0.33889857278682256,0.2905388853312251
27298,0.10430172544337556,0.07831321133793605
27299,0.16880053398041786,0.1543922273478506
27300,0.9073397753812549,0.8963896236414703
27301,4.899222454734432e-05,0.0004622446048631446
27302,0.050284841347187394,0.06497406828469847
27303,6.618442403762365e-05,0.0011340150403652276
27304,0.043480635734602674,0.06014807513975963
27305,0.0009658089927727169,0.003914681475939429
27306,0.11943528003980863,0.11506635337832997
27307,0.9904149587188795,0.99126704624048
27308,0.3370943169659145,0.2819524720453425
27309,0.9436994729268168,0.9718836302351055
27310,0.0012392545887155277,0.0042529012542378885
27311,0.040500863784010015,0.033031634629393306
27312,0.01469107464228599,0.028957250716895498
27313,0.040500863784010015,0.03612639028015848
27314,0.015095203823117945,0.014130859671280152
27315,0.040500863784010015,0.041541665042287464
27316,0.6916501643072024,0.8079110685892958
27317,0.0016229233076956973,0.009627356206079378
27318,0.055361857839012596,0.047052293578460705
27319,0.21888619971194698,0.1833271536984025
27320,0.3370943169659145,0.24844596987190673
27321,0.010263266730883777,0.016777932939852736
27322,0.0016642189430413048,0.009295220179751092
27323,0.11868293003124614,0.12235102521302019
27324,0.550298506195464,0.4077038461802513
27325,0.9772410197046413,0.9839666736313974
27326,0.14991359148174355,0.12232838646225984
27327,0.0011018343364616345,0.019627268080236192
27328,0.268003193412297,0.5232229064169179
27329,0.040500863784010015,0.03612639028015848
27330,0.000270841998827997,0.0033027126411697212
27331,0.040500863784010015,0.03899374792645966
27332,0.6912221848288856,0.680575511211384
27333,0.8955848480263912,0.9260848715944141
27334,0.0012392545887155277,0.003183750275649727
27335,0.15563880779173184,0.11731263444081681
27336,0.040500863784010015,0.033031634629393306
27337,0.2036671999810843,0.1476745959872158
27338,0.040500863784010015,0.03612639028015848
27339,0.47000946717838354,0.34692064026108926
27340,4.899222454734432e-05,0.0005633179834532348
27341,0.3370943169659145,0.3065489933024215
27342,0.005289348863125905,0.016490757669797865
27343,0.015095203823117945,0.016740500149542623
27344,0.0685662610828389,0.06838473839954223
27345,0.011800520726254387,0.017331350964266433
27346,0.9939565771131086,0.9950517935594717
27347,0.9772410197046413,0.9839666736313974
27348,0.040500863784010015,0.041541665042287464
27349,0.02071053516631491,0.018234703364520974
27350,0.2896394154264831,0.3105344221048006
27351,0.9833396013121231,0.9865373106963822
27352,0.011800520726254387,0.014630974577263377
27353,5.75033044834263e-05,0.0005194956897789889
27354,0.06712516586574502,0.09099447581049273
27355,0.5641139836818355,0.7268457618064841
27356,0.21888619971194698,0.17365860051287904
27357,0.015095203823117945,0.0188068551378808
27358,0.1817408819689711,0.17006946101118453
27359,0.6916501643072024,0.8079110685892958
27360,0.14991359148174355,0.11406043072370045
27361,0.06203857752010868,0.10860090960641311
